Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1,Paxten Aaronson,us USA,"FW,MF",Philadelphia,18,2003,4.8,20,4.19,13,0,2,2,1,2,2,0.42,2,0,0,0,0,0,Matches
2,Lalas Abubakar,gh GHA,DF,Colorado Rapids,27,1994,28,20,0.71,17,0,0,2,0,1,1,0.04,1,0,0,0,0,0,Matches
3,Nicolás Acevedo,uy URU,"MF,DF",NYCFC,22,1999,25.2,30,1.19,28,2,0,0,0,0,4,0.16,4,0,0,0,0,0,Matches
4,Ifunanyachi Achara,us USA,"FW,MF",Toronto FC,24,1997,4.2,6,1.41,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
5,Bryan Acosta,hn HON,MF,Colorado Rapids,28,1993,21.1,74,3.51,36,36,0,0,1,1,5,0.24,2,2,0,0,0,1,Matches
6,George Acosta,us USA,MF,Inter Miami,22,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
7,Kellyn Acosta,us USA,"MF,DF",Los Angeles FC,26,1995,28.3,94,3.32,58,30,2,3,1,0,6,0.21,4,1,0,1,0,0,Matches
8,Luciano Acosta,ar ARG,MF,FC Cincinnati,27,1994,27.7,183,6.61,120,29,15,6,10,3,30,1.08,22,2,2,3,1,0,Matches
9,Mo Adams,eng ENG,MF,Inter Miami,25,1996,3.9,1,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
10,Samuel Adeniran,us USA,FW,Seattle,23,1998,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
11,Harrison Afful,gh GHA,DF,Charlotte,35,1986,14.5,17,1.17,13,4,0,0,0,0,2,0.14,0,2,0,0,0,0,Matches
12,Samuel Afriyie Owusu,gh GHA,"DF,MF",NYCFC,21,2000,0.1,1,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
13,William Agada,ng NGA,FW,Sporting KC,22,1999,10.2,27,2.65,20,1,0,5,1,0,2,0.2,2,0,0,0,0,0,Matches
14,Oskar Ågren,se SWE,DF,San Jose,23,1998,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
15,Daniel Aguirre,us USA,"MF,DF",LA Galaxy,22,1999,4.2,7,1.68,7,0,0,0,0,0,2,0.48,2,0,0,0,0,0,Matches
16,Ali Ahmed,ca CAN,DF,Vancouver,21,2000,0.6,2,3.21,1,0,0,1,0,0,1,1.61,0,0,0,1,0,0,Matches
17,Arnaud Ake,ci CIV,"FW,MF",Nashville,23,1998,3.5,9,2.54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
18,Tesho Akindele,ca CAN,FW,Orlando City,29,1992,6.8,15,2.22,13,0,0,2,0,0,1,0.15,0,0,0,1,0,0,Matches
19,Matai Akinmboni,us USA,DF,D.C. United,15,2006,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
20,Ayo Akinola,ca CAN,FW,Toronto FC,22,2000,13.8,27,1.95,16,0,2,6,3,0,5,0.36,1,0,0,2,2,0,Matches
21,Jordy Alcivar,ec ECU,MF,Charlotte,22,1999,11.3,44,3.89,21,18,0,3,2,0,3,0.26,2,0,0,1,0,0,Matches
22,Caio Alexandre,br BRA,"MF,DF",Vancouver,22,1999,0.9,3,3.25,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Matches
23,Tony Alfaro,us USA,DF,D.C. United,28,1993,10.5,6,0.57,6,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
24,Noah Allen,us USA,"DF,MF",Inter Miami,17,2004,3.6,8,2.22,8,0,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
25,Thiago Almada,ar ARG,"MF,FW",Atlanta Utd,20,2001,26.4,172,6.53,122,21,18,10,1,0,18,0.68,10,3,3,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
26,Osvaldo Alonso,cu CUB,MF,Atlanta Utd,36,1985,3.7,8,2.18,6,2,0,0,0,0,3,0.82,2,1,0,0,0,0,Matches
27,Jozy Altidore,us USA,"FW,MF",New England,32,1989,6.6,12,1.81,11,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
28,Efrain Alvarez,mx MEX,"MF,FW",LA Galaxy,19,2002,15.5,63,4.07,43,12,4,3,1,0,9,0.58,7,0,0,1,1,0,Matches
29,Luis Amarilla,py PAR,FW,Minnesota Utd,26,1995,26.1,63,2.41,48,1,3,8,3,0,10,0.38,8,0,1,1,0,0,Matches
30,Frankie Amaya,us USA,MF,NY Red Bulls,21,2000,22,49,2.23,31,13,2,2,1,0,10,0.46,8,1,0,1,0,0,Matches
31,Mikey Ambrose,us USA,DF,Atlanta Utd,28,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
32,Malte Amundsen,dk DEN,DF,NYCFC,23,1998,23.3,40,1.72,36,2,0,2,0,0,5,0.21,4,0,0,1,0,0,Matches
33,Max Anchor,ca CAN,GK,Vancouver,17,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
34,Sebastian Anderson,us USA,"DF,MF",Colorado Rapids,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,José Andrés Martínez,ve VEN,MF,Philadelphia,27,1994,28,32,1.14,24,0,1,4,2,1,5,0.18,4,0,0,1,0,0,Matches
36,Iván Angulo,co COL,FW,Orlando City,22,1999,6.1,17,2.79,13,3,1,0,0,0,2,0.33,1,1,0,0,0,0,Matches
37,Jalil Anibaba,us USA,DF,Columbus Crew,33,1988,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
38,Themi Antonoglou,ca CAN,DF,Toronto FC,20,2001,0.5,1,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,Brian Anunga,cm CMR,MF,Nashville,25,1996,9.4,10,1.07,9,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
40,Cristian Arango,co COL,FW,Los Angeles FC,26,1995,26,71,2.73,34,0,10,13,11,3,9,0.35,7,0,2,0,0,0,Matches
41,César Araujo,uy URU,MF,Orlando City,20,2001,27.3,41,1.5,31,5,1,2,1,1,4,0.15,3,1,0,0,0,0,Matches
42,Julian Araujo,mx MEX,DF,LA Galaxy,20,2001,30.5,75,2.46,64,6,1,2,1,1,10,0.33,9,1,0,0,0,0,Matches
43,Luiz Araújo,br BRA,"FW,MF",Atlanta Utd,25,1996,24.3,115,4.73,74,5,16,15,3,2,8,0.33,7,0,1,0,0,0,Matches
44,Daniel Armando Ríos,mx MEX,FW,Charlotte,26,1995,15.7,31,1.97,20,0,2,8,1,0,4,0.25,2,0,1,1,0,0,Matches
45,Adam Armour,us USA,MF,Charlotte,19,2002,0.9,5,5.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
46,Xavier Arreaga,ec ECU,DF,Seattle,27,1994,24.1,13,0.54,10,0,0,2,0,1,0,0,0,0,0,0,0,0,Matches
47,Kervin Arriaga,hn HON,MF,Minnesota Utd,24,1998,21,29,1.38,27,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
48,Paul Arriola,us USA,FW,FC Dallas,26,1995,28.5,96,3.37,74,5,2,7,5,3,11,0.39,6,1,0,1,2,1,Matches
49,Artur,br BRA,MF,Columbus Crew,25,1996,18.2,27,1.48,21,0,0,3,2,1,2,0.11,1,0,0,1,0,0,Matches
50,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,29,1992,20.5,45,2.19,32,0,3,2,7,1,4,0.19,3,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
51,Isaac Atanga,gh GHA,DF,FC Cincinnati,21,2000,0.5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
52,Joshua Atencio,us USA,MF,Seattle,20,2002,8.1,12,1.49,10,0,1,1,0,0,1,0.12,0,0,0,1,0,0,Matches
53,Roberto Avila,us USA,"FW,MF",Dynamo FC,21,2000,1.8,5,2.83,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
54,David Ayala,ar ARG,MF,Portland Timbers,19,2002,8.2,22,2.68,17,0,2,0,1,2,1,0.12,1,0,0,0,0,0,Matches
55,Edison Azcona,do DOM,MF,Inter Miami,18,2003,0.2,1,5.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Dominique Badji,sn SEN,FW,FC Cincinnati,29,1992,12.2,26,2.13,15,0,3,2,5,1,3,0.25,2,0,1,0,0,0,Matches
57,Zico Bailey,us USA,"DF,MF",FC Cincinnati,21,2000,0.9,1,1.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Corey Baird,us USA,FW,Dynamo FC,26,1996,14.9,29,1.94,24,0,0,4,1,0,5,0.33,4,0,0,1,0,0,Matches
59,Esmir Bajraktarevic,us USA,"MF,FW",New England,16,2005,1.4,1,0.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
60,Reed Baker-Whiting,us USA,MF,Seattle,16,2005,1.1,3,2.84,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
61,Michael Baldisimo,ca CAN,MF,Vancouver,21,2000,5.1,16,3.16,13,1,1,0,0,1,3,0.59,3,0,0,0,0,0,Matches
62,Gareth Bale,wls WAL,FW,Los Angeles FC,32,1989,3.9,16,4.07,12,0,1,2,1,0,1,0.25,0,0,1,0,0,0,Matches
63,Tom Barlow,us USA,FW,NY Red Bulls,26,1995,12.2,21,1.72,17,0,2,2,0,0,1,0.08,1,0,0,0,0,0,Matches
64,Álvaro Barreal,ar ARG,"DF,MF",FC Cincinnati,21,2000,24.4,81,3.32,45,21,6,5,3,1,15,0.61,8,1,4,1,1,0,Matches
65,Michael Barrios,co COL,"FW,MF",Colorado Rapids,30,1991,21.2,73,3.44,53,6,6,3,4,1,11,0.52,8,1,1,0,1,0,Matches
66,Ethan Bartlow,us USA,"DF,MF",Dynamo FC,21,2000,10.1,8,0.79,8,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
67,Zorhan Bassong,ca CAN,DF,CF Montréal,22,1999,2.1,4,1.91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Tanner Beason,us USA,DF,San Jose,24,1997,24.9,13,0.52,12,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches
69,Simon Becher,us USA,FW,Vancouver,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
70,Alejandro Bedoya,us USA,MF,Philadelphia,34,1987,26.9,79,2.94,71,1,0,4,0,3,9,0.33,8,0,0,0,0,1,Matches
71,Steven Beitashour,ir IRN,"DF,MF",Colorado Rapids,34,1987,14.6,18,1.23,14,2,0,2,0,0,3,0.21,2,0,0,1,0,0,Matches
72,Jon Bell,us USA,DF,New England,24,1997,11.7,8,0.68,8,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
73,Ben Bender,us USA,MF,Charlotte,20,2001,18.3,63,3.45,50,5,5,3,0,0,9,0.49,7,1,1,0,0,0,Matches
74,Alan Benítez,py PAR,DF,Minnesota Utd,28,1994,6.3,20,3.16,16,3,0,1,0,0,2,0.32,2,0,0,0,0,0,Matches
75,Julio Benitez,us USA,MF,Real Salt Lake,16,2005,0.1,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
76,Christian Benteke,be BEL,FW,D.C. United,31,1990,6.2,13,2.1,9,0,0,3,0,1,0,0,0,0,0,0,0,0,Matches
77,Sebastian Berhalter,us USA,MF,Vancouver,20,2001,11.4,26,2.29,17,6,0,2,0,1,0,0,0,0,0,0,0,0,Matches
78,Federico Bernardeschi,it ITA,FW,Toronto FC,27,1994,12.2,50,4.11,29,8,6,4,3,0,6,0.49,1,3,0,1,1,0,Matches
79,Miguel Berry,es ESP,"FW,MF",D.C. United,24,1997,7.9,14,1.77,12,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
80,Miguel Berry,es ESP,FW,Columbus Crew,24,1997,10.8,20,1.86,12,2,2,2,2,0,0,0,0,0,0,0,0,0,Matches
81,Matt Bersano,us USA,GK,San Jose,29,1992,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Nick Besler,us USA,"MF,DF",Real Salt Lake,28,1993,2.8,1,0.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Victor Bezerra,us USA,"FW,DF",Chicago Fire,21,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,David Bingham,us USA,GK,Portland Timbers,32,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
85,Steve Birnbaum,us USA,DF,D.C. United,31,1991,31.7,29,0.92,20,3,0,6,0,0,2,0.06,2,0,0,0,0,0,Matches
86,Tyler Blackett,eng ENG,DF,FC Cincinnati,27,1994,14.9,15,1.01,13,0,0,2,0,0,2,0.13,1,0,0,1,0,0,Matches
87,Tristan Blackmon,us USA,DF,Vancouver,25,1996,23.7,13,0.55,10,1,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
88,Andre Blake,jm JAM,GK,Philadelphia,31,1990,34,3,0.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Sebastián Blanco,ar ARG,"FW,MF",Portland Timbers,33,1988,20.2,92,4.55,59,12,6,5,9,1,13,0.64,11,0,1,0,1,0,Matches
90,Latif Blessing,gh GHA,"MF,FW",Los Angeles FC,25,1996,14.8,44,2.96,35,0,4,4,1,0,4,0.27,4,0,0,0,0,0,Matches
91,Emmanuel Boateng,gh GHA,"FW,MF",New England,28,1994,11.1,48,4.32,43,1,2,1,1,0,4,0.36,4,0,0,0,0,0,Matches
92,Blake Bodily,us USA,"FW,DF",Portland Timbers,24,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Isaac Boehmer,us USA,GK,Vancouver,20,2001,2.5,1,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,Jonathan Bond,eng ENG,GK,LA Galaxy,28,1993,34,7,0.21,4,3,0,0,0,0,3,0.09,2,1,0,0,0,0,Matches
95,Pablo Bonilla,ve VEN,DF,Portland Timbers,22,1999,2.8,3,1.07,2,0,0,0,0,1,1,0.36,1,0,0,0,0,0,Matches
96,Alex Bono,us USA,GK,Toronto FC,27,1994,24,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
97,Jonathan Bornstein,us USA,"DF,MF",Chicago Fire,37,1984,13.3,17,1.27,14,1,0,1,1,0,0,0,0,0,0,0,0,0,Matches
98,Dylan Borrero,co COL,FW,New England,20,2002,6.7,15,2.24,13,0,0,1,0,1,3,0.45,3,0,0,0,0,0,Matches
99,Gustavo Bou,ar ARG,FW,New England,31,1990,17.8,59,3.32,39,3,6,10,1,0,7,0.39,4,0,1,1,1,0,Matches
100,Denis Bouanga,ga GAB,FW,Los Angeles FC,27,1994,5.5,26,4.72,13,0,4,6,3,0,3,0.54,0,0,1,1,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
101,Ousseni Bouda,bf BFA,"FW,MF",San Jose,21,2000,1.3,6,4.66,4,0,0,1,1,0,2,1.55,0,0,0,1,1,0,Matches
102,Michael Boxall,nz NZL,DF,Minnesota Utd,33,1988,31,16,0.52,10,1,1,3,0,1,1,0.03,1,0,0,0,0,0,Matches
103,Michael Bradley,us USA,MF,Toronto FC,34,1987,33.9,63,1.86,57,1,2,3,0,0,10,0.3,8,0,2,0,0,0,Matches
104,Christopher Brady,us USA,GK,Chicago Fire,17,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Zachary Brault-Guillard,ca CAN,DF,CF Montréal,23,1998,7,25,3.57,23,0,2,0,0,0,5,0.71,5,0,0,0,0,0,Matches
106,Claudio Bravo,ar ARG,DF,Portland Timbers,24,1997,24.5,57,2.33,46,2,2,4,2,1,5,0.2,3,1,0,1,0,0,Matches
107,Brenner,br BRA,FW,FC Cincinnati,22,2000,22.8,69,3.02,54,0,3,6,5,1,9,0.39,9,0,0,0,0,0,Matches
108,Sebastian Breza,ca CAN,GK,CF Montréal,23,1998,23,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
109,Emiliano Brienza,ca CAN,FW,Vancouver,19,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
110,Andrew Brody,us USA,DF,Real Salt Lake,26,1995,32.8,85,2.59,75,1,5,1,2,1,7,0.21,7,0,0,0,0,0,Matches
111,Brandt Bronico,us USA,MF,Charlotte,26,1995,31.2,47,1.5,41,0,0,3,3,0,4,0.13,4,0,0,0,0,0,Matches
112,Javain Brown,jm JAM,DF,Vancouver,22,1999,20.6,28,1.36,21,2,1,3,0,1,2,0.1,1,1,0,0,0,0,Matches
113,Gastón Brugman,uy URU,MF,LA Galaxy,29,1992,12.5,35,2.81,28,2,3,1,0,1,3,0.24,3,0,0,0,0,0,Matches
114,Will Bruin,us USA,FW,Seattle,32,1989,9.6,19,1.97,18,0,0,0,1,0,1,0.1,1,0,0,0,0,0,Matches
115,Noel Buck,us USA,"MF,FW",New England,16,2005,3.2,6,1.84,4,0,1,0,1,0,0,0,0,0,0,0,0,0,Matches
116,Adam Buksa,pl POL,FW,New England,25,1996,9.1,12,1.33,7,0,2,3,0,0,4,0.44,2,0,1,1,0,0,Matches
117,Teal Bunbury,us USA,"FW,MF",Nashville,31,1990,7.3,23,3.16,14,0,1,6,2,0,1,0.14,1,0,0,0,0,0,Matches
118,Cory Burke,jm JAM,FW,Philadelphia,30,1991,13.3,36,2.71,21,0,6,5,3,1,5,0.38,3,0,0,2,0,0,Matches
119,Kendall Burks,us USA,DF,Chicago Fire,22,1999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Handwalla Bwana,so SOM,FW,Nashville,24,1997,0.1,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Brandon Bye,us USA,DF,New England,26,1995,28.5,75,2.63,63,4,4,1,2,1,8,0.28,7,0,1,0,0,0,Matches
122,Nathan Byrne,eng ENG,DF,Charlotte,29,1992,3.2,3,0.93,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
123,Kevin Cabral,fr FRA,"FW,MF",LA Galaxy,22,1999,18.7,53,2.84,38,0,1,6,7,1,4,0.21,3,0,0,0,1,0,Matches
124,Martín Cáceres,uy URU,DF,LA Galaxy,34,1987,4.8,2,0.42,2,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
125,Deiber Caicedo,co COL,"FW,MF",Vancouver,21,2000,10.9,40,3.65,24,9,2,3,2,0,5,0.46,4,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
126,Scott Caldwell,us USA,MF,Real Salt Lake,30,1991,15.1,19,1.25,16,0,0,0,3,0,0,0,0,0,0,0,0,0,Matches
127,Drake Callender,us USA,GK,Inter Miami,24,1997,24,3,0.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Alexander Callens,pe PER,DF,NYCFC,29,1992,26.5,26,0.98,18,1,1,4,1,1,2,0.08,0,0,0,1,0,1,Matches
129,Francisco Calvo,cr CRC,DF,San Jose,29,1992,13,17,1.31,11,0,1,3,1,1,3,0.23,2,0,0,0,1,0,Matches
130,Rudy Camacho,fr FRA,DF,CF Montréal,30,1991,27.5,22,0.8,16,2,1,3,0,0,5,0.18,3,1,1,0,0,0,Matches
131,Geoff Cameron,us USA,DF,FC Cincinnati,36,1985,23.5,9,0.38,6,0,0,3,0,0,1,0.04,0,0,0,1,0,0,Matches
132,Leonardo Campana,ec ECU,FW,Inter Miami,21,2000,17.6,32,1.82,28,0,1,2,1,0,6,0.34,5,0,1,0,0,0,Matches
133,George Campbell,us USA,DF,Atlanta Utd,20,2001,16.4,19,1.16,16,1,0,0,1,1,1,0.06,1,0,0,0,0,0,Matches
134,Russell Canouse,us USA,MF,D.C. United,26,1995,13.2,14,1.06,9,1,1,0,3,0,1,0.08,1,0,0,0,0,0,Matches
135,Nathan Cardoso,br BRA,DF,San Jose,26,1995,25.2,16,0.63,13,1,1,1,0,0,1,0.04,1,0,0,0,0,0,Matches
136,Antonio Carlos,br BRA,DF,Orlando City,28,1993,18.1,16,0.89,13,1,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
137,Wikelman Carmona,ve VEN,"MF,FW",NY Red Bulls,18,2003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
138,Julián Carranza,ar ARG,FW,Philadelphia,21,2000,24.6,66,2.69,36,1,4,11,14,0,16,0.65,8,0,2,2,4,0,Matches
139,Adalberto Carrasquilla,pa PAN,MF,Dynamo FC,23,1998,26.6,78,2.93,67,2,1,2,4,2,7,0.26,5,0,1,1,0,0,Matches
140,Wilder Cartagena,pe PER,MF,Orlando City,27,1994,3.7,5,1.37,4,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
141,Javier Casas,us USA,MF,Chicago Fire,18,2003,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Julio Cascante,cr CRC,DF,Austin,28,1993,30.2,39,1.29,31,1,1,5,1,0,7,0.23,6,1,0,0,0,0,Matches
143,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,22,2000,24.4,79,3.23,58,3,2,5,7,4,10,0.41,9,0,0,1,0,0,Matches
144,Valentín Castellanos,ar ARG,FW,NYCFC,23,1998,16.2,54,3.33,42,0,2,4,5,1,6,0.37,4,0,0,0,2,0,Matches
145,Lucas Cavallini,ca CAN,FW,Vancouver,29,1992,16.8,42,2.49,30,0,4,5,3,0,6,0.36,4,0,0,1,1,0,Matches
146,Roman Celentano,us USA,GK,FC Cincinnati,21,2000,27,1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Darwin Cerén,sv SLV,MF,Dynamo FC,32,1989,12.5,21,1.67,19,0,0,1,0,1,2,0.16,2,0,0,0,0,0,Matches
148,Edwin Cerrillo,us USA,MF,FC Dallas,21,2000,21,19,0.9,17,0,0,0,0,2,0,0,0,0,0,0,0,0,Matches
149,Maikel Chang,cu CUB,"MF,FW",Real Salt Lake,30,1991,20.4,64,3.14,53,0,4,3,3,1,8,0.39,8,0,0,0,0,0,Matches
150,Maxime Chanot,lu LUX,DF,NYCFC,32,1989,16,10,0.62,7,0,0,1,0,2,2,0.12,1,0,0,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Diego Chará,co COL,MF,Portland Timbers,35,1986,27.1,53,1.96,46,1,0,2,3,1,6,0.22,4,0,0,1,1,0,Matches
152,Yimmi Chará,co COL,"MF,FW",Portland Timbers,30,1991,30.7,101,3.29,78,12,1,3,6,1,9,0.29,7,1,0,0,1,0,Matches
153,Giorgio Chiellini,it ITA,DF,Los Angeles FC,37,1984,7.9,5,0.63,4,0,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
154,Mathieu Choiniere,ca CAN,"DF,MF",CF Montréal,22,1999,15.3,32,2.09,27,1,3,0,1,0,2,0.13,2,0,0,0,0,0,Matches
155,Léo Chú,br BRA,"FW,MF",Seattle,21,2000,9.1,25,2.75,16,0,5,2,2,0,4,0.44,3,0,1,0,0,0,Matches
156,Kadin Chung,ca CAN,DF,Toronto FC,23,1998,5,5,1,4,0,0,0,1,0,1,0.2,1,0,0,0,0,0,Matches
157,José Cifuentes,ec ECU,MF,Los Angeles FC,22,1999,26.1,94,3.61,78,4,3,6,2,1,14,0.54,10,0,1,2,0,1,Matches
158,Ronaldo Cisneros,mx MEX,FW,Atlanta Utd,25,1997,19.2,41,2.14,29,0,3,6,3,0,3,0.16,1,0,2,0,0,0,Matches
159,Abdoulaye Cissoko,fr FRA,DF,Seattle,22,1999,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Caden Clark,us USA,"FW,MF",NY Red Bulls,18,2003,5.4,8,1.48,7,0,0,0,1,0,2,0.37,2,0,0,0,0,0,Matches
161,Steve Clark,us USA,GK,Dynamo FC,35,1986,32.3,7,0.22,5,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
162,Stefan Cleveland,us USA,GK,Seattle,27,1994,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Jackson Conway,us USA,"FW,MF",Atlanta Utd,20,2001,0.4,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
164,Gabriele Corbo,it ITA,DF,CF Montréal,22,2000,12.6,10,0.79,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
165,Sergio Córdova,ve VEN,"FW,MF",Real Salt Lake,24,1997,25.3,58,2.3,37,0,9,6,5,1,7,0.28,3,0,2,2,0,0,Matches
166,Carlos Coronel,br BRA,GK,NY Red Bulls,25,1996,33,7,0.21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Washington Corozo,ec ECU,"MF,FW",Austin,23,1998,0.6,1,1.76,0,0,0,1,0,0,1,1.76,0,0,0,1,0,0,Matches
168,Guzmán Corujo,uy URU,DF,Charlotte,25,1996,22.9,13,0.57,10,1,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
169,Douglas Costa,br BRA,"MF,FW",LA Galaxy,31,1990,15.6,73,4.66,55,8,3,2,5,0,4,0.26,3,0,0,0,1,0,Matches
170,Séga Coulibaly,fr FRA,DF,LA Galaxy,25,1996,23.9,11,0.46,9,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
171,Cade Cowell,us USA,"FW,MF",San Jose,18,2003,17.3,45,2.61,35,0,7,1,1,1,7,0.41,6,0,0,1,0,0,Matches
172,Brandan Craig,us USA,MF,Philadelphia,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Maxime Crépeau,ca CAN,GK,Los Angeles FC,27,1994,33,7,0.21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
174,Domenico Criscito,it ITA,DF,Toronto FC,35,1986,13.2,39,2.96,27,7,1,3,1,0,1,0.08,0,0,0,1,0,0,Matches
175,Daniel Crisostomo,us USA,MF,Los Angeles FC,25,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Cody Cropper,us USA,GK,Vancouver,28,1993,13.7,1,0.07,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
177,Allan Cruz,cr CRC,MF,FC Cincinnati,25,1996,4.5,9,2.01,8,1,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
